start
one way
1366.647024,1388.104852,0.0
1366.150423,1388.046656,0.0
1365.653821,1387.988461,0.0
1365.157219,1387.930265,0.0
1364.660617,1387.87207,0.0
1364.164016,1387.813874,0.0
1363.667414,1387.755679,0.0
1363.170812,1387.697483,0.0
1362.674211,1387.639288,0.0
1362.177609,1387.581092,0.0
1361.681007,1387.522896,0.0
1361.184405,1387.464701,0.0
1360.687804,1387.406505,0.0
1360.191202,1387.34831,0.0
1359.6946,1387.290114,0.0
1359.197998,1387.231919,0.0
1358.701397,1387.173723,0.0
1358.204795,1387.115528,0.0
1357.708193,1387.057332,0.0
1357.211591,1386.999137,0.0
1356.71499,1386.940941,0.0
1356.218388,1386.882746,0.0
1355.721786,1386.82455,0.0
1355.225185,1386.766355,0.0
1354.728583,1386.708159,0.0
1354.231981,1386.649964,0.0
1353.735379,1386.591768,0.0
1353.238778,1386.533573,0.0
1352.742176,1386.475377,0.0
1352.245574,1386.417182,0.0
1351.748972,1386.358986,0.0
1351.252371,1386.300791,0.0
1350.755769,1386.242595,0.0
1350.259167,1386.1844,0.0
1349.762565,1386.126204,0.0
1349.265964,1386.068009,0.0
1348.769362,1386.009813,0.0
1348.27276,1385.951618,0.0
1347.776159,1385.893422,0.0
1347.279557,1385.835227,0.0
1346.782955,1385.777031,0.0
1346.286353,1385.718836,0.0
1345.789752,1385.66064,0.0
1345.29315,1385.602444,0.0
1344.796548,1385.544249,0.0
1344.299946,1385.486053,0.0
1343.803345,1385.427858,0.0
1343.306743,1385.369662,0.0
1342.810141,1385.311467,0.0
1342.313539,1385.253271,0.0
1341.816938,1385.195076,0.0
1341.320336,1385.13688,0.0
1340.823734,1385.078685,0.0
1340.327133,1385.020489,0.0
1339.830531,1384.962294,0.0
1339.333929,1384.904098,0.0
1338.837327,1384.845903,0.0
1338.340726,1384.787707,0.0
1337.844124,1384.729512,0.0
1337.347522,1384.671316,0.0
1336.85092,1384.613121,0.0
1336.354319,1384.554925,0.0
1335.857717,1384.49673,0.0
1335.361115,1384.438534,0.0
1334.864513,1384.380339,0.0
1334.367912,1384.322143,0.0
1333.87131,1384.263948,0.0
1333.374708,1384.205752,0.0
1332.878107,1384.147557,0.0
1332.381505,1384.089361,0.0
1331.884903,1384.031166,0.0
1331.388301,1383.97297,0.0
1330.8917,1383.914775,0.0
1330.395098,1383.856579,0.0
1329.898496,1383.798383,0.0
1329.401894,1383.740188,0.0
1328.905293,1383.681992,0.0
1328.408691,1383.623797,0.0
1327.912089,1383.565601,0.0
1327.415487,1383.507406,0.0
1326.918886,1383.44921,0.0
1326.422284,1383.391015,0.0
1325.925682,1383.332819,0.0
1325.429081,1383.274624,0.0
1324.932479,1383.216428,0.0
1324.435877,1383.158233,0.0
1323.939275,1383.100037,0.0
1323.442674,1383.041842,0.0
1322.946072,1382.983646,0.0
1322.44947,1382.925451,0.0
1321.952868,1382.867255,0.0
1321.456267,1382.80906,0.0
1320.959665,1382.750864,0.0
1320.463063,1382.692669,0.0
1319.966461,1382.634473,0.0
1319.46986,1382.576278,0.0
1318.973258,1382.518082,0.0
1318.476656,1382.459887,0.0
1317.980055,1382.401691,0.0
1317.483453,1382.343496,0.0
1316.986851,1382.2853,0.0
1316.490249,1382.227105,0.0
1315.993648,1382.168909,0.0
1315.497046,1382.110714,0.0
1315.000444,1382.052518,0.0
1314.503842,1381.994323,0.0
1314.007241,1381.936127,0.0
1313.510639,1381.877931,0.0
1313.014037,1381.819736,0.0
1312.517435,1381.76154,0.0
1312.020834,1381.703345,0.0
1311.524232,1381.645149,0.0
1311.02763,1381.586954,0.0
1310.531029,1381.528758,0.0
1310.034427,1381.470563,0.0
1309.537825,1381.412367,0.0
1309.041223,1381.354172,0.0
1308.544622,1381.295976,0.0
1308.04802,1381.237781,0.0
1307.551418,1381.179585,0.0
1307.054816,1381.12139,0.0
1306.558215,1381.063194,0.0
1306.061613,1381.004999,0.0
1305.565011,1380.946803,0.0
1305.068409,1380.888608,0.0
1304.571808,1380.830412,0.0
1304.075206,1380.772217,0.0
1303.578604,1380.714021,0.0
1303.082003,1380.655826,0.0
1302.585401,1380.59763,0.0
1302.088799,1380.539435,0.0
1301.592197,1380.481239,0.0
1301.095596,1380.423044,0.0
1300.598994,1380.364848,0.0
1300.102392,1380.306653,0.0
1299.60579,1380.248457,0.0
1299.109189,1380.190262,0.0
1298.612587,1380.132066,0.0
1298.115985,1380.07387,0.0
1297.619383,1380.015675,0.0
1297.122782,1379.957479,0.0
1296.62618,1379.899284,0.0
1296.129578,1379.841088,0.0
1295.632976,1379.782893,0.0
1295.136375,1379.724697,0.0
1294.639773,1379.666502,0.0
1294.143171,1379.608306,0.0
1293.64657,1379.550111,0.0
1293.149968,1379.491915,0.0
1292.653366,1379.43372,0.0
1292.156764,1379.375524,0.0
1291.660163,1379.317329,0.0
1291.163561,1379.259133,0.0
1290.666959,1379.200938,0.0
1290.170357,1379.142742,0.0
1289.673756,1379.084547,0.0
1289.177154,1379.026351,0.0
1288.680552,1378.968156,0.0
1288.18395,1378.90996,0.0
1287.687349,1378.851765,0.0
1287.190747,1378.793569,0.0
1286.694145,1378.735374,0.0
1286.197544,1378.677178,0.0
1285.700942,1378.618983,0.0
1285.20434,1378.560787,0.0
1284.707738,1378.502592,0.0
1284.211137,1378.444396,0.0
1283.714535,1378.386201,0.0
1283.217933,1378.328005,0.0
1282.721331,1378.26981,0.0
1282.22473,1378.211614,0.0
1281.728128,1378.153418,0.0
1281.231526,1378.095223,0.0
1280.734924,1378.037027,0.0
1280.238323,1377.978832,0.0
1279.741721,1377.920636,0.0
1279.245119,1377.862441,0.0
1278.748518,1377.804245,0.0
1278.251916,1377.74605,0.0
1277.755314,1377.687854,0.0
1277.258712,1377.629659,0.0
1276.762111,1377.571463,0.0
1276.265509,1377.513268,0.0
1275.768907,1377.455072,0.0
1275.272305,1377.396877,0.0
1274.775704,1377.338681,0.0
1274.279102,1377.280486,0.0
1273.7825,1377.22229,0.0
1273.285898,1377.164095,0.0
